qty,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price,diff_comp_1,ratio_comp_1,diff_comp_2,ratio_comp_2,diff_comp_3,ratio_comp_3,total_cost,product_category_name_computers_accessories,product_category_name_consoles_games,product_category_name_cool_stuff,product_category_name_furniture_decor,product_category_name_garden_tools,product_category_name_health_beauty,product_category_name_perfumery,product_category_name_watches_gifts
3,16.27,23.99,48,575,1,100,4.3,131,21,9,0,6,2018,7.345238095,4500,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,23.99,0.0,1.0,-56.0,0.29991248906113266,-35.0,0.40667909815222913,40.26,False,False,False,False,False,True,False,False
3,18.81,23.99,48,575,1,100,4.3,113,22,9,1,7,2018,9.123015873,4500,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,23.99,0.0,1.0,-56.0,0.29991248906113266,-35.0,0.40667909815222913,42.8,False,False,False,False,False,True,False,False
2,16.77,23.99,48,575,1,100,4.3,127,23,8,1,8,2018,8.007936508,4500,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,23.99,0.0,1.0,-58.83142857,0.28965933592565174,-35.0,0.40667909815222913,40.76,False,False,False,False,False,True,False,False
1,15.7,134.99,40,1456,1,2425,3.8,42,21,10,1,7,2017,1.428571429,16530,99.99,4.2,16.52909091,129.99,4.3,18.715625,134.99,3.8,15.7,134.94,35.000000000000014,1.35003500350035,5.0,1.0384644972690207,0.0,1.0,150.69,False,False,True,False,False,False,False,False
1,15.7,134.99,40,1456,1,2425,3.8,39,23,8,1,8,2017,1.428571429,16530,99.99,4.2,18.975,116.9275,4.3,19.02125,134.99,3.8,15.7,134.99,35.000000000000014,1.35003500350035,18.062500000000014,1.1544760642278336,0.0,1.0,150.69,False,False,True,False,False,False,False,False
12,18.755,146.99,40,1456,1,2425,3.8,33,22,9,2,10,2017,17.14285714,16530,99.99,4.2,16.95,119.99,4.3,19.997,146.99,3.8,18.755,146.94,47.000000000000014,1.4700470047004701,27.000000000000014,1.2250187515626303,0.0,1.0,165.745,False,False,True,False,False,False,False,False
27,20.83703704,157.3603704,40,1456,1,2425,3.8,42,22,8,4,11,2017,38.57142857,16530,99.99,4.2,16.1875,129.99,4.3,22.67444444,157.3603704,3.8,20.83703704,146.99,57.3703704,1.5737610801080109,27.370370399999985,1.2105575075005768,0.0,1.0,178.19740744,False,False,True,False,False,False,False,False
29,24.47137931,166.99,40,1456,1,2425,3.8,38,21,10,1,12,2017,41.42857143,16530,99.99,4.2,15.26666667,129.99,4.3,25.59,166.99,3.8,24.47137931,157.3603704,67.00000000000001,1.6700670067006702,37.0,1.284637279790753,0.0,1.0,191.46137931,False,False,True,False,False,False,False,False
13,25.28615385,166.99,40,1456,1,2425,3.8,102,23,8,2,1,2018,34.21052632,16530,99.99,4.2,16.54,129.99,4.3,17.41,29.5,4.4,16.53263158,166.99,67.00000000000001,1.6700670067006702,37.0,1.284637279790753,137.49,5.660677966101695,192.27615385000001,False,False,True,False,False,False,False,False
8,22.87625,176.99,40,1456,1,2425,3.8,20,20,8,2,2,2018,21.05263158,16530,99.99,4.2,13.72,129.99,4.3,16.71,176.99,3.8,22.87625,166.99,77.00000000000001,1.7700770077007704,47.0,1.3615662743287944,0.0,1.0,199.86625,False,False,True,False,False,False,False,False
11,23.95454545,173.8081818,40,1456,1,2425,3.8,45,22,9,1,3,2018,28.94736842,16530,99.99,4.2,20.78,129.99,4.3,18.49,35.0,4.4,16.25615385,176.99,73.8181818,1.7382556435643566,43.81818179999999,1.3370888668359104,138.8081818,4.965948051428572,197.76272725,False,False,True,False,False,False,False,False
6,24.87833333,169.99,40,1456,1,2425,3.8,18,21,9,1,4,2018,15.78947368,16530,89.86333333,4.2,19.87666667,129.99,4.3,23.49,35.0,4.4,14.845,173.8081818,80.12666667,1.8916502838344023,40.0,1.3077159781521654,134.99,4.856857142857143,194.86833333,False,False,True,False,False,False,False,False
1,44.63,110.99,50,1257,1,700,4.1,98,23,8,2,1,2018,0.641025641,5700,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,110.94,87.0,4.626511046269279,21.0,1.2333592621402378,51.99999999999999,1.8815053398881165,155.62,False,False,False,False,False,True,False,False
